pais,fecha,anio,fuente,tipo,evento,detalle,causa,ref,url,texto,dup_cross
Perú,2023-07-21,2023,ONU Art.4,estado de emergencia,extensión,C.N.217.2023,,C.N.217.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.217.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 20 July 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 081-2023-PCM of 18 July 2023 in the Department of La Libertad for a period of 30 calendar days beginning on 19 July 2023. (See C.N.217.2023 .TREATIES-IV.4 of 24 July 2023 for the text of the notification.)",1
Perú,2023-07-21,2023,ONU Art.4,estado de emergencia,extensión,C.N.216.2023,,C.N.216.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.216.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 20 July 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in Corredor Vial Sur Apurímac-Cusco-Arequipa (Apurímac-Cusco-Arequipa Southern Road Corridor) and Corredor Vial Interoceánica Sur (Southern Interoceanic Road Corridor), including the five hundred (500) metres adjacent to each side of these roads, and regarding the declaration of a state of national emergency on Carretera Panamericana Norte (Northern Pan-American Highway), Carretera Panamericana Sur (Southern Pan-American Highway), Carretera Central (Central Highway), Via Los Libertadores, Fernando Belaúnde Terry Highway, Federico Basadre Highway, Carretera Binacional (Puno-Tacna) and on the Departmental or Regional Road Networks, including the five hundred (500) metres adjacent to each side of these road networks by Supreme Decree No. 080-2023-PCM of 13 July 2023 2023 for a period of 30 calendar days beginning on 14 July 2023. (See C.N.216.2023 .TREATIES-IV.4 of 24 July 2023 for the text of the notification.)",1
Ecuador,2023-07-27,2023,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo No. 823,seguridad/crimen; orden público,4-2-198/2023 y nota No. 4-2-199/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-198-2023.pdf,"República del Ecuador Misión Permanente ante la OEA Washington D.C. Nota No. 4-2-198/2023 La Misión Permanente del Ecuador ante la Organización de los Estados Americanos (OEA), saluda a la Secretaría General de la OEA Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecuador mediante Decreto Ejecutivo No. 823, de 24 de julio de 2023, declara “el estado de excepción en todos los centro de privación de libertad que integran el Sistema de Rehabilitación Social a nivel nacional, sin excepción alguna”. En el mencionado Decreto Ejecutivo, que tendrá vigencia de sesenta días y cuya copia se anexa, se detallan las disposiciones de la Convención cuya aplicación se suspende y los motivos que suscitaron tal suspensión. La Misión Permanente del Ecuador ante la Organización de los Estados Americanos hace propicia la oportunidad para reiterar a la Secretaría General de la OEA —Departamento de Derecho Internacional- las seguridades de su más alta y distinguida consideración. Washington, D.C., 27 de julio de 2023 ANENT ¿e la 3 13 e € > E ES e LA or A la Secretaría General de la OEA, Departamento de Derecho Internacional Washington D.C. Anexo.- No. 823 GUILLERMO LASSO MENDOZA PRESIDENTE CONSTITUCIONAL DE LA REPÚBLICA CONSIDERANDO: L Fundamentos Jurídicos Que el articulo 1 de la Constitución de la República determina que el Ecuador es un Estado constitucional de de",1
Ecuador,2023-07-27,2023,ONU Art.4,estado de emergencia,declaración,C.N.228.2023,,C.N.228.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.228.2023-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 27 July 2023, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency owing to serious internal unrest in all the national social rehabilitation system’s detention centres, without exception, for a period of 60 days by Executive Decree No. 823 of 24 July 2023. (See depositary notification C.N.228.2023 .TREATIES-IV.4 of 4 August 2023 for the text of the notification.)",1
Ecuador,2023-07-27,2023,ONU Art.4,estado de emergencia,declaración,C.N.229.2023,,C.N.229.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.229.2023-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 27 July 2023, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency owing to serious internal unrest in the canton of Durán, which is in the province of Guayas, and in the provinces of Manabí and Los Ríos, for a period of 60 days by Executive Decree No. 824 of 24 July 2023. (See depositary notification C.N.229.2023 .TREATIES-IV.4 of 4 August 2023 for the text of the notification.)",1
El Salvador,2023-07-28,2023,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen,MPOEA - OEA-126/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_126-2023.pdf,"MISIÓN PERMANENTE DE EL SALVADOR. ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-0EA-126/2023 La Misión Permanente de El Salvador ante la Organización de losEstados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA, Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Regimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. La Misión Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 797 de la Asamblea Legislativa de la República de El Salvador, de fecha 11 de julio de 2023, publicado en el Diario Oficial No. 129, Tomo No. 440, de fecha 12 del mismo mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Misión Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaria General de la OEA, Departamento de Derecho Internacional, las muestras de su mas alta consideracion y estima. Washington, DC, 28 de julio del 2023. A SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC. 2308 California St. N.W., Washington, D.C., 20008 Tel 202-595",
Colombia,2023-08-01,2023,OEA Art.27,estado de emergencia,declaración/prórroga,MCP/OEA/947/2023,,MCP/OEA/947/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_MCP-OEA-947-2023.pdf,"$ > Misión Permanente de Colombia ante la Organización de los Estados Listo O Americanos MPC/OEA No.: 947/2023 La Misión Permanente de Colombia presenta sus saludos a la Secretaría General - Secretaría de Asuntos Jurídicos - Departamento de Derecho Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar y transmitir la Nota Verbal S-GTAJI-23-015437; de conformidad con las obligaciones derivadas del artículo 27 de la Convención Americana de los Derechos Humanos, y la Ley 137 de 1994. En la Nota en Comento, se informa a la Honorable Organización de Estados Americanos, la expedición de (13) Decretos enviados en adjunto, relacionados con la declaración de Estado de Emergencia Económica, Social y Ecológica en el departamento de La Guajira declarado el 2 de julio de 2023. La Misión Permanente de Colombia, se vale de esta oportunidad para expresar a la Secretaría General - Secretaría de Asuntos Jurídicos, Departamento de Derecho Internacional, las seguridades de su más alta y distinguida consideración. Washington, D.C., 1 de agosto de 2023 A la honorable . SECRETARÍA DE ASUNTOS JURÍDICOS Organización De Estados Americanos -OEA- Ciudad 1724 MASSACHUSETTS AVENUE, N.W., PISO 7, WASHINGTON, D.C., 20036 - TEL (202) 332-8003 FAX [y (202) 234-9781 EMAIL: Colombia(Woas.org REPÚBLICA DE COLOMBIA MINISTERIO DE RELACIONES EXTERIORES Libertad y Orden S-GTAJI-23-015437 El Ministerio de Relaciones Exteriores de la ",
Perú,2023-08-04,2023,OEA Art.27,estado de emergencia,declaración/prórroga,DECRETO SUPREMO N* 108-2023,seguridad/crimen,7-5-M/176 y nota No. 7-5-M/177 con sus respectivos anexos,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-229-2023.pdf,"sa DEL Peg REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/229 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N” 108-2023-PCM publicado el 03 de octubre de 2023, se declara por el término de sesenta (60) días calendario, a partir del 04 de octubre del 2023, el Estado de Emergencia declarado en los distritos de Tambopata, Inambari, Las Piedras y Laberinto de la provincia de Tambopata y en los distritos de Madre de Dios y Huepetuhe de la provincia de Manu del departamento de Madre de Dios. La Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas. En ese sentido, en razón de la problemática generada por la minería ilegal y delitos conexos a ésta, así como a fin de continuar con la ejecución de acciones policiales tendentes a combatirlos y neutralizarlos, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Rep",1
Chile,2023-08-08,2023,OEA Art.27,estado de excepción,declaración/prórroga,decreto supremo N2,seguridad/crimen,175-23,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_175-23.pdf,"da N2 175/23 — La Misión Permanente de Chile ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y, de conformidad lo dispuesto en el artículo 27 de la Convención Americana sobre Derechos Humanos, tiene a bien informar lo siguiente: De acuerdo a lo dispuesto en el artículo 42 de la Constitución Política de la República, por decreto supremo N? 189, del Ministerio del Interior y Seguridad Pública, de 16 de mayo de 2022, S.E. el Presidente de la República Gabriel Boric Font declaró Estado de Excepción Constitucional de Emergencia en la Región de La Araucanía y las provincias de Arauco y Biobío de la Región del Biobío. Lo anterior, debido a que existía un aumento de los actos de violencia en las rutas de dichas zonas, lo que había alterado el orden público, afectado la vida e integridad física de las personas y su libre tránsito, obstaculizando también las cadenas de suministro. El decreto además indicaba que estos conflictos dificultaban la ejecución de proyectos de desarrollo, perpetuando condiciones de pobreza e inequidad en dichas regiones. Dicho Estado de Excepción, fue dispuesto por un término de 15 días ""para la protección de rutas en aquellos territorios”, señalándose que “[lJas medidas adoptadas, en función de este decreto, deberán focalizarse en el aseguramiento del libre tránsito y seguridad de las rutas, buscando minimizar el impacto en el normal desenvolvimiento d",1
Perú,2023-08-08,2023,OEA Art.27,estado de emergencia,declaración/prórroga,DECRETO SUPREMO N* 118-2023,seguridad/crimen,7-5-M/179 y nota No. 7-5-M/180 con sus respectivos anexos,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-241-2023.pdf,"Sr REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/241 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N? 118-2023-PCM publicado el 11 de octubre de 2023, se prorroga por el término de sesenta (60) días calendario, a partir del 16 de octubre del 2023, el Estado de Emergencia declarado en las provincias de Putumayo y Mariscal Ramón Castilla del departamento de Loreto. La Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas. En ese sentido, a consecuencia del accionar delictivo de organizaciones criminales dedicadas al tráfico ilícito de drogas y delitos conexos en las provincias previamente señaladas, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organización de los Estados Americanos se vale de la oportunidad para reiterar a la Honorable Secretaría de Asunto",1
Perú,2023-08-09,2023,ONU Art.4,estado de emergencia,extensión,C.N.230.2023,,C.N.230.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.230.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 7 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the districts of Tambopata, Inambari, Las Piedras and Laberinto in the province of Tambopata; and in the districts of Madre de Dios and Huepetuhe in the province of Manu in the department of Madre de Dios, by Supreme Decree No. 086-2023-PCM of 3 August 2023 for a period of 60 calendar days starting on 5 August 2023. (See C.N.230.2023 .TREATIES-IV.4 of 10 August 2023 for the text of the notification.)",1
Perú,2023-08-09,2023,ONU Art.4,estado de emergencia,extensión,C.N.231.2023,,C.N.231.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.231.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 7 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the districts of Puerto Inca, Tournavista, Yuyapichis and Codo del Pozuzo in the province of Puerto Inca (department of Huánuco), in the districts of Constitución and Puerto Bermúdez in the province of Oxapampa (department of Pasco) and in the district of Sepahua in the province of Atalaya (department of Ucayali) for a period of 60 calendar days starting on 9 August 2023 and the extension of the state of emergency in the district of Palcazú in the province of Oxapampa (department of Pasco) for a period of 60 calendar days starting on 8 August 2023. (See C.N.231.2023 .TREATIES-IV.4 of 10 August 2023 for the text of the notification.)",1
Ecuador,2023-08-10,2023,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo N* 341,seguridad/crimen; orden público,4-2-203/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-203-2023.pdf,"WES —* Republic of Ecuador Permanent Mission to the DAS Nota 4-2-203/2023 La Misión Permanente del Ecuador ante la Organización de Estados Americanos (OEA), saluda a la Secretaría General de la OEA -Departamento de Derecho Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, informa que el Gobierno del Ecuador, mediante Decreto Ejecutivo N* 341, de 10 de agosto de 2023, declara el Estado de Excepción por grave conmoción interna, en todo el territorio nacional. En el citado Decreto Ejecutivo, que tendrá vigencia de sesenta días cuya copia se anexa, se detallan las disposiciones de la Convención cuya aplicación se suspende y los motivos que suscitaron tal suspensión. La Misión Permanente del Ecuador ante la Organización de los Estados Americanos (OEA), hace propicia la oportunidad para reiterar a la Secretaría General de la OEA -Departamento de Derecho Internacional — las seguridades de su alta y distinguida consideración. Washington, 10 de agosto de 2023 a. mo ES A II Anexos. - Ala Secretaría General de la OEA Departamento de Derecho Internacional Washington D.C Permanent Mission of Ecuador ta the OAS 2535 15"" St. NW, Washington DC 20009 Phone: (202) 551 9161 Email: ogawashingtonfcancilleria.goh.ec N* 841 GUILLERMO LASSO MENDOZA PRESIDENTE CONSTITUCIONAL DE LA REPÚBLICA CONSIDERANDO: T Fundamentos jurídicos Que el artículo 1 de la Constitución de la República determina que el Ecuador es un Estado cons",1
Ecuador,2023-08-10,2023,ONU Art.4,estado de emergencia,declaración,C.N.236.2023,,C.N.236.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.236.2023-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 10 August 2023, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency for a period of 60 days by Executive Decree No. 841 of 10 August 2023 owing to serious internal unrest across the country. (See depositary notification C.N.236.2023 .TREATIES-IV.4 of 17 August 2023 for the text of the notification.)",1
Perú,2023-08-10,2023,ONU Art.4,estado de emergencia,extensión,C.N.233.2023,,C.N.233.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.233.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 10 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of a state of emergency, by Supreme Decree 088-2023 of 3 August 2023, for a period of 60 calendar days starting on 10 August 2023. (See C.N.233.2023 .TREATIES-IV.4 of 15 August 2023 for the text of the notification and the location of the state of emergency.)",1
Ecuador,2023-08-14,2023,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo N* 843,seguridad/crimen; orden público,4-2-206/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-206-2023.pdf,"Po República del Ecuador Misión Permanente ante la OEA Washington D.C. Nota N* 4-2-206/2023 La Misión Permanente del Ecuador ante la Organización de Estados Americanos (OEA) saluda a la Secretaría General de la OEA -Departamento de Derecho Internacional- y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, como alcance a la Nota Verbal N* 4-2-203/2023, de 10 de agosto de 2023, informa que el Gobierno del Ecuador, mediante Decreto Ejecutivo N* 843, de 10 de agosto de 2023, modifica el Decreto Ejecutivo N” 841, de esa misma fecha. Para el registro e información correspondientes se adjunta copia del Decreto Ejecutivo N* 843. La Misión Permanente del Ecuador ante la Organización de los Estados Americanos (OEA) hace propicia la oportunidad para reiterar a la Secretaría General de la OEA - Departamento de Derecho Internacional — las seguridades de su alta y distinguida consideración. Washington, 14 de agosto de 2023 A la Secretaría General de la OEA Departamento de Derecho Internacional Washington D.C. Anexo.- N>843 GUILLERMO LASSO MENDOZA PRESIDENTE CONSTITUCIONAL DE LA REPÚBLICA CONSIDERANDO; Que-el artículo. 1 dela Constitución de la República determina quee! Ecuador es un Estado constitucional de derechos y justicia, social. democrático. sobetano, independiente. imitario, irtercultural, plurinacional y laico: Que el numeral 8 del articulo 3 de la Constitución de la República establece como deber primordial del Estado",1
Chile,2023-08-14,2023,ONU Art.4,estado de emergencia,extensión,C.N.464.2023,,C.N.464.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.464.2023-Eng.pdf,"The Secretary-General received from the Government of Chile a notification dated 14 August 2023, made under article 4 (3) of the above Covenant, regarding the declaration of the state of emergency in the Chilean territory since 17 May 2022, pursuant to Supreme Decree No. 189 of 2022, and its extensions. The extensions have been ordered for consecutive periods of 15 days, by Supreme Decrees Nos. 199, 214, 219, 223, 231, 242, 245, 270, 285, 296, 307, 320, 335, 356 and 365 of 2022, and Nos. 12, 40, 47, 81, 93, 100, 112, 122, 134, 143, 158, 166, 182, 192 and 203 of 2023, all issued by the Ministry of the Interior and Public Security. In addition, the aforementioned Supreme Decree No. 189 was amended by Supreme Decrees Nos. 262 of 2022 and 156 of 2023. The latest extension, declared by Supreme Decree No. 203 of 9 August 2023 for an additional period of 15 days from the end of the period established by the previous extension, is in force up to 24 August 2023. (See C.N.464.2023 .TREATIES-IV.4 of 9 November 2023 for the text of the notification.)",1
Ecuador,2023-08-15,2023,ONU Art.4,estado de emergencia,declaración,C.N.238.2023,,C.N.238.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.238.2023-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 14 August 2023, made under article 4 (3) of the above Covenant, regarding Executive Decree No. 843 of 10 August 2023. (See depositary notification C.N.238.2023 .TREATIES-IV.4 of 17 August 2023 for the text of the notification.)",1
Perú,2023-08-23,2023,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 117-2023,seguridad/crimen,7-5-M/185 y nota No. 7-5-M/186 con sus respectivos anexos,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-240-2023.pdf,"2 DEL po, REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/240 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N* 117-2023-PCM publicado el 11 de octubre de 2023, se prorroga por el término de sesenta (60) días calendario, a partir del 12 de octubre del 2023, el Estado de Emergencia en el Corredor Vial Sur Apurímac-Cusco-Arequipa. La Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas. En ese sentido, con el objeto de preservar el orden interno y garantizar los derechos fundamentales de la población; se restringe el ejercicio de los derechos constitucionales relativos a la libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los incisos 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organización de los Estados Americanos se vale de la oportunidad para reiterar a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- las seguridades de su más alta y distinguida consideración. A la Honorable Secretaría",1
El Salvador,2023-08-29,2023,OEA Art.27,régimen de excepción,declaración/prórroga,Decreto Legislativo No.333,seguridad/crimen; seguridad estado,MPOEA - OEA-146/2023,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_146-2023.pdf,"MISIÓN PERMANENTE DE EL SALVADOR ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS MPOEA-OEA-146/2023 La Misión Permanente de El Salvador ante la Organización de los Estados Americanos (OEA), saluda muy atentamente a la Secretaría General de la OEA, Departamento de Derecho Internacional, en ocasión de hacer referencia a la comunicación MPOEA-OEA-034/2022 de fecha 27 de marzo de 2022, mediante la cual se notificó que la Asamblea Legislativa de la República de El Salvador emitió el Decreto Legislativo No.333 “Régimen de Excepción”, publicado en el Diario Oficial No. 62, Tomo No. 434, de esa misma fecha. La Misión Permanente de El Salvador, tiene a bien notificar para los efectos correspondientes, el Decreto Legislativo No. 815 de la Asamblea Legislativa de la República de El Salvador, de fecha 9 de agosto de 2023, publicado en el Diario Oficial No. 146, Tomo No. 440, de fecha 10 del mismo mes y año, mediante el cual se estableció prórroga del Régimen de Excepción, para la continuidad del restablecimiento del orden, la seguridad ciudadana y el control territorial. La Misión Permanente de El Salvador ante la OEA, aprovecha la oportunidad para renovar a la Secretaría General de la OEA, Departamento de Derecho Internacional, las muestras de su más alta consideración y estima. Washington, DC, 29 de agosto del 2023. ALA , SECRETARÍA GENERAL DEPARTAMENTO DE DERECHO INTERNACIONAL ORGANIZACIÓN DE LOS ESTADOS AMERICANOS WASHINGTON DC. 2308 California St. N.W., Washington, D.C., 20008 Tel 20",
Perú,2023-08-29,2023,ONU Art.4,estado de emergencia,extensión,C.N.257.2023,,C.N.257.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.257.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 28 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 095-2023-PCM of 16 August 2023 in the province of Pataz in the department of La Libertad for a period of 30 calendar days starting on 18 August 2023. (See C.N.257.2023 .TREATIES-IV.4 of 29 August 2023 for the text of the notification.)",1
Perú,2023-08-29,2023,ONU Art.4,estado de emergencia,extensión,C.N.258.2023,,C.N.258.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.258.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 28 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 096-2023-PCM of 16 August 2023 in the provinces of Putumayo and Mariscal Castilla of the department of Loreto for a period of 60 calendar days starting on 17 August 2023. (See C.N.258.2023 .TREATIES-IV.4 of 29 August 2023 for the text of the notification.)",1
Perú,2023-08-29,2023,ONU Art.4,estado de emergencia,extensión,C.N.259.2023,,C.N.259.2023,https://treaties.un.org/doc/Publication/CN/2023/CN.259.2023-Eng.pdf,"The Secretary-General received from the Government of Peru a notification dated 28 August 2023, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency by Supreme Decree No. 098-2023-PCM of 24 August 2023 in the province of Zarumilla in the department of Tumbes; in districts of the provinces of Sullana, Ayabaca and Huancabamba in the department of Piura; in districts of the province of San Ignacio in the department of Cajamarca; in the district of El Cenepa in the province of Condorcanqui in the department of Amazonas; in the district of Torres Causana in the province of Maynas in the department of Loreto; in the province of Tahuamanu in the department of Madre de Dios and in districts of the provinces of Tarata and Tacna in the department of Tacna, for a period of 30 calendar days beginning on 26 August 2023. (See C.N.259.2023 .TREATIES-IV.4 of 29 August 2023 for the text of the notification.)",1
Perú,2023-09-14,2023,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Supremo N* 002-2023,seguridad/crimen,7-5-M/203,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-239-2023.pdf,"áBLICA DJ se E, REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/239 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N? 119-2023-PCM publicado el 11 de octubre de 2023, se prorroga por el término de treinta (30) días calendario, a partir del 17 de octubre del 2023, el Estado de Emergencia declarado en la provincia de Pataz del departamento de La Libertad. La Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas. En ese sentido, ante el incremento del accionar criminal y la inseguridad ciudadana en la circunscripción de la referida Macro Región Policial, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de domicilio, libertad de tránsito por el territorio nacional, libertad de reunión y libertad y seguridad personales, comprendidos en los numerales 9), 11), 12) y 24) literal f) del artículo 2 de la Constitución Política del Perú. La Representación Permanente del Perú ante la Organización de los Estados Americanos se vale de la oportunidad para reiterar a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional",
Perú,2023-09-20,2023,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto Legislativo N* 1095,seguridad/crimen,7-5-M/213,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-269-2023.pdf,"se MEL pea, REPRESENTACIÓN PERMANENTE DEL PERÚ ANTE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS Nota No. 7-5-M/269 La Representación Permanente del Perú ante la Organización de los Estados Americanos saluda muy atentamente a la Honorable Secretaría de Asuntos Jurídicos- Departamento de Derecho Internacional- y en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana sobre Derechos Humanos, tiene a bien informar que mediante Decreto Supremo N? 126-2023-PCM publicado el 15 de noviembre de 2023, se prorroga por el término de sesenta (60) días calendario, a partir del 19 de noviembre del 2023, el Estado de Emergencia en los distritos de San Martín de Porres y San Juan de Lurigancho de la provincia de Lima del departamento de Lima y en los distritos de Sullana, Bellavista, Marcavelica, Salitral, Querecotillo, Ignacio Escudero y Miguel Checa de la provincia de Sullana del departamento de Piura. Es importante destacar que la Policía Nacional del Perú mantiene el control del orden interno, con el apoyo de las Fuerzas Armadas, para lo cual la institución policial determina las zonas donde se requiera dicho apoyo. En ese sentido, dada la persistencia del riesgo y peligro de la ciudadanía de estas jurisdicciones por el accionar de bandas y organizaciones criminales, impactando en la seguridad y afectando así el orden interno y generando zozobra en dichas zonas, se restringe el ejercicio de los derechos constitucionales relativos a la inviolabilidad de dom",1
